Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Login,,,2018-01-24 17:09:19,2018-01-24 17:10:18,58.732s,FAILED
,,,,,,
Test Cases/Login iOS,,,2018-01-24 17:09:21,2018-01-24 17:10:17,56.349s,FAILED
startApplication,,,2018-01-24 17:09:21,2018-01-24 17:10:17,55.776s,FAILED
