Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Login,,,2018-01-25 11:16:49,2018-01-25 11:17:23,34.308s,FAILED
,,,,,,
Test Cases/Login iOS,,,2018-01-25 11:16:49,2018-01-25 11:17:23,33.384s,FAILED
startApplication,,,2018-01-25 11:16:50,2018-01-25 11:17:23,33.035s,FAILED
