Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Login,,,2018-02-01 11:00:58,2018-02-01 11:01:04,5.348s,FAILED
,,,,,,
Test Cases/iOSwithKobiton,,,2018-02-01 11:00:59,2018-02-01 11:01:04,5.061s,FAILED
startApplication,,,2018-02-01 11:00:59,2018-02-01 11:01:04,4.833s,FAILED
