Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Login,,,2018-01-31 14:37:12,2018-01-31 14:37:13,0.811s,FAILED
,,,,,,
Test Cases/Login iOS,,,2018-01-31 14:37:12,2018-01-31 14:37:12,0.402s,FAILED
startApplication,,,2018-01-31 14:37:12,2018-01-31 14:37:12,0.103s,FAILED
,,,,,,
Test Cases/Login iOS - Copy,,,2018-01-31 14:37:13,2018-01-31 14:37:13,0.082s,FAILED
startApplication,,,2018-01-31 14:37:13,2018-01-31 14:37:13,0.002s,FAILED
