Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Login,,,2018-01-25 11:59:15,2018-01-25 11:59:50,35.712s,FAILED
,,,,,,
Test Cases/Detail Checklist iOS,,,2018-01-25 11:59:15,2018-01-25 11:59:50,34.862s,FAILED
startApplication,,,2018-01-25 11:59:15,2018-01-25 11:59:50,34.638s,FAILED
